Price,QuantityInStock,WeightInGrams,LengthInCentimeters,WidthInCentimeters,UnitsSold
20724,18,6934,252,14850,147
5495,14,9110,459,9516,133
11678,43,1793,182,4926,215
9882,15,3704,260,8292,127
9195,25,9563,367,9556,87
4538,25,1320,190,14848,441
23596,40,4240,478,12238,440
5583,45,9298,152,13597,281
23798,11,8931,363,8505,48
23664,43,5330,418,11254,486
12613,17,9559,453,5456,467
15430,44,6802,131,4744,258
19888,13,3441,323,5436,323
26354,13,5949,299,8986,366
10301,17,8919,451,9373,417
25724,25,8951,233,5202,387
10925,35,4494,348,8790,446
18538,33,8659,341,13956,408
14708,11,1946,397,12985,437
28539,20,3012,241,10824,469
10736,43,2685,181,5381,114
13223,34,7655,260,4354,305
6390,49,8959,100,4373,487
26201,14,4344,180,7765,138
22404,45,2043,381,13940,79
28415,35,9826,286,8354,139
23898,37,3599,404,4896,388
19006,48,6501,356,6119,373
27587,36,9087,113,10323,181
6671,38,6020,371,10188,255
26375,46,5582,182,6287,388
22104,32,6855,241,8468,296
26982,18,9116,248,7242,451
12354,23,4270,163,8695,399
29619,18,5784,209,10141,484
24937,46,6808,61,8956,152
26779,33,1976,262,13873,235
5955,23,3105,210,7451,177
22871,44,7359,89,6062,175
23972,17,8596,193,8390,356
10604,14,3432,109,6167,284
3894,34,2624,357,9693,462
18616,19,4674,54,9943,235
27015,19,4069,463,8534,420
24410,22,5082,266,14036,216
12379,18,4906,234,7434,120
17304,46,1592,302,6017,320
6475,15,3385,442,4294,335
22172,32,8346,333,10163,124
7809,38,6311,65,10171,339
19377,15,8167,192,7676,289
11637,44,6173,298,7782,30
2091,19,4638,331,9425,214
16563,49,1554,279,10376,194
2567,32,7367,312,5240,118
20180,21,1163,65,9197,312
8121,49,6625,258,5298,312
6347,13,7197,233,13698,317
22455,38,7862,203,4021,323
18278,29,1025,186,14258,138
20190,46,9699,429,14710,236
19267,26,1086,269,11676,99
9965,12,3741,389,11017,117
12329,21,1261,271,5246,374
9341,39,1966,417,13238,470
10166,39,8427,349,5283,376
18208,43,7087,350,8463,468
15835,27,1237,487,14379,327
5879,31,4856,361,7747,300
4657,20,4870,476,5297,273
27162,17,3797,203,9394,350
14104,14,9540,421,4303,432
27032,19,3139,221,7714,110
19887,10,7676,72,10296,24
22917,49,7670,398,6075,12
10609,30,4714,122,12194,99
8770,44,8202,149,13820,140
7184,13,2675,487,5499,442
5616,16,2381,200,7396,494
15016,17,1022,382,13764,490
22454,45,2155,433,9614,377
29295,34,4330,114,6386,39
29226,49,9679,159,11059,29
11210,28,3506,314,5778,151
4314,40,9314,267,6898,260
29504,20,5168,154,7324,235
7956,44,8135,380,4194,41
26429,27,4668,456,4183,117
23848,23,2676,223,11946,339
6777,13,6658,261,11842,411
9451,26,8621,95,9806,291
16960,40,4103,302,10699,305
14898,38,3565,229,5849,359
27557,19,6952,204,11574,31
25321,32,8877,435,12483,107
20027,18,6428,86,8604,357
22141,18,2707,488,9641,404
18376,36,1626,396,4229,274
5345,29,4465,451,10319,398
23216,16,8994,484,9540,192
10934,27,7599,476,4239,295
26547,24,7175,319,11467,137
18385,20,5554,161,4450,352
4951,46,4263,183,11726,266
4619,13,9531,202,10196,154
21138,26,7415,62,12612,486
7331,21,6571,59,6664,375
21939,36,1498,72,8432,54
21775,49,9967,358,13688,254
25283,43,9870,170,6071,490
5986,34,8699,64,7185,10
8651,49,6520,460,5839,259
15298,12,6150,341,7137,477
15791,23,2738,149,12772,424
8198,14,1836,454,9899,52
25848,29,2379,425,12187,214
3614,33,3619,279,11165,334
2406,46,8357,71,8274,170
24620,15,9647,209,10135,382
2856,43,2475,400,7802,127
19943,36,1050,85,12072,61
14147,33,1064,495,4073,223
4386,15,1415,451,10409,490
13020,44,3212,250,6868,403
27541,24,9028,320,13527,317
29263,41,9084,146,6383,85
16911,48,7381,76,14981,235
21522,35,2801,464,5623,353
10710,44,3829,457,13276,265
13393,37,8651,311,6851,451
7695,22,7626,130,10157,127
7666,39,5317,170,6696,12
4836,32,5957,467,8328,430
28551,41,9742,369,11712,302
13214,47,2866,237,6666,383
22901,38,3428,430,14081,382
15125,20,3596,208,4617,402
16785,48,1487,239,5078,458
20798,29,4346,481,6439,163
27114,18,1059,95,5795,265
17109,38,7380,453,4779,217
5531,24,7537,169,5231,458
24717,31,4696,320,6627,403
23851,36,8153,328,7558,326
10852,36,4101,140,13911,477
23915,49,3365,142,4936,370
15715,25,1034,176,13601,323
10096,14,6380,172,12163,292
11555,47,9378,343,14227,81
8761,33,4215,328,9386,285
23892,34,6582,429,13754,250
29766,37,3016,395,4567,427
27205,39,8485,113,4291,256
29098,37,2841,421,14542,468
16758,45,4583,260,11778,488
10957,31,5091,239,12579,36
22656,24,8324,377,8480,154
29583,10,8202,417,6167,315
14836,43,3248,437,6404,282
26889,14,3466,257,12949,56
27538,38,5440,326,14760,11
28471,20,2448,202,9462,37
18588,10,2143,461,6121,235
2284,12,1245,81,4285,285
25694,12,1472,448,7297,96
2839,38,7473,334,14754,24
15601,49,7407,60,10507,153
5569,10,6486,435,14339,292
4566,14,2814,398,14815,453
11467,39,4840,198,6507,479
26580,13,4558,272,7564,137
6212,49,8633,86,14082,54
4380,26,6591,228,13579,28
27774,28,1562,419,5393,377
24776,12,1313,340,4763,487
28451,13,8172,354,7953,208
14087,15,8267,344,8660,355
8944,26,5500,207,13285,174
18072,32,4606,359,4563,235
18625,15,6078,264,14927,471
26321,45,4296,293,5945,499
25938,13,5600,383,11908,68
4733,39,3753,327,8842,460
11379,11,3961,399,10721,297
12436,31,4195,350,13600,435
25201,18,2670,166,8027,135
29417,43,1580,304,11551,30
10602,42,6632,57,14539,272
16772,16,3910,193,4099,93
19018,31,8936,327,4759,76
8232,12,3266,387,14379,171
9301,20,9879,99,8756,450
12737,37,6577,497,5474,79
2720,37,6635,369,8919,256
8962,19,6437,263,14174,199
26712,31,4278,343,5607,384
13874,18,5702,66,12328,112
13455,42,3079,105,10474,16
23869,35,2369,137,11663,133
21412,33,2254,53,8822,276
18610,13,3708,210,8642,72
14304,47,3928,328,10941,425
12516,12,4598,235,5811,47
21817,33,8037,369,6555,181
23740,43,4905,464,7007,339
23158,33,9858,338,5024,265
16755,14,2211,488,11125,168
4935,47,9587,413,6038,130
27897,43,1853,441,6409,240
3889,41,8884,429,8241,35
11552,35,7800,182,9957,89
19354,29,7767,393,8844,400
15640,49,3452,59,11466,25
23153,15,4617,423,7214,426
13545,43,1284,137,11301,218
29987,28,2300,411,12423,301
4341,47,1849,434,11440,179
18160,18,1463,55,5611,193
26060,43,5837,183,4982,358
14329,44,2312,80,4967,489
24715,45,6579,279,8224,87
6918,33,8073,245,9935,113
19879,12,1835,213,7064,243
19730,18,1662,384,13926,296
10299,15,3852,373,12446,332
24478,21,3643,430,4454,381
16448,10,7553,322,11397,105
24314,40,1112,290,6174,345
29881,33,7723,119,4917,190
15289,30,7583,337,10839,328
19233,36,1413,126,12666,286
7230,31,6691,156,8114,41
8372,19,2572,84,5094,466
14000,31,9032,228,11009,304
11577,11,3526,399,10719,406
20114,37,1085,308,12354,334
7744,46,2503,265,5667,443
3425,32,6048,468,5402,267
17976,19,2586,371,9453,89
5611,24,2685,254,14656,332
20032,15,3354,418,7419,370
15742,43,7117,358,14129,299
8141,48,9341,369,12086,462
22440,26,7892,403,9870,301
10740,21,2956,186,13805,314
26854,42,2636,418,4809,475
24365,47,2711,285,12211,318
5806,34,2073,450,4561,479
22340,20,4203,435,6387,213
20141,36,6797,58,8961,412
23240,29,2930,101,11515,350
29134,25,3512,247,6653,384
11939,48,1741,232,10902,61
7056,35,8485,449,4802,475
6306,47,1407,307,14186,370
14748,40,7930,187,10240,112
17192,27,7243,173,12378,302
27518,29,7007,184,13590,439
18037,49,8735,367,5436,189
21604,15,7321,315,14263,469
29903,45,5680,56,8254,342
6156,36,2907,415,8732,491
8715,47,7168,222,4062,280
22527,39,6253,333,12068,243
11380,39,2206,476,12210,36
18733,20,3423,55,8239,396
28033,28,2133,437,7090,258
23627,37,2257,272,14638,85
18983,40,6010,152,11135,222
19779,28,8395,479,6820,415
12104,21,3224,55,11088,72
4301,46,6575,270,14332,269
26680,47,7249,357,13175,89
13274,49,9639,109,6235,216
4720,23,5607,259,6990,214
22918,39,6734,411,13055,405
27954,41,5679,94,8023,157
15678,19,7020,183,4912,168
18234,30,9151,220,7867,183
23539,15,2277,449,13885,377
28870,44,5013,388,11673,297
25275,20,6379,497,7950,161
6051,24,3476,79,12011,300
13986,37,7249,206,13243,329
22778,35,1363,454,11931,80
11614,39,8294,435,4284,348
11598,11,5371,367,14106,484
28118,27,6982,473,13289,91
5117,25,3767,260,8288,470
15046,48,1904,405,11842,47
14907,29,2291,97,9855,484
27425,40,6745,183,7474,423
8518,14,8421,347,14332,37
24286,29,5628,298,13720,367
16727,23,4372,255,6350,248
7498,45,6056,77,7679,197
22769,37,3636,97,12253,217
27710,39,8555,190,14911,426
11678,25,4856,392,4820,181
5848,46,1140,417,12058,278
23409,45,8311,353,7308,369
15052,17,4170,159,11441,378
9656,41,5640,243,8010,480
26363,27,1993,324,9068,403
13916,44,2143,148,5176,234
27586,21,2095,374,5549,185
28757,47,5537,92,5188,481
22051,40,9424,54,13761,394
3386,45,4738,172,12550,214
18742,11,2542,432,5842,188
12515,14,5894,390,13774,438
27737,27,9910,271,4756,218
20693,33,8812,122,4771,175
10553,27,6761,236,11090,88
17250,23,1123,277,12412,373
11777,22,5423,115,11175,16
13278,43,8039,372,8811,112
22547,13,5184,407,12609,453
24002,35,6208,118,14918,184
20781,38,2393,438,4532,61
22696,41,1426,257,12544,186
25633,21,5370,171,6510,410
13906,10,6686,329,10795,313
11495,23,7094,264,4297,109
12546,11,4714,290,5021,260
27275,44,2000,143,6108,294
27709,21,2077,166,13739,205
16389,48,6041,295,11226,200
5374,35,9228,372,11773,425
4354,45,8930,259,12844,442
16121,31,8978,241,14548,494
26978,36,8480,212,13992,441
6673,47,9100,124,7250,28
3432,28,1205,88,9787,125
17013,40,8208,293,6325,189
20199,34,7982,485,5154,22
21214,33,1616,345,4909,119
23889,48,9622,314,11033,341
9243,11,2597,378,6972,417
3101,28,3541,289,13371,36
19027,38,8794,220,8083,390
11252,48,2885,119,6186,64
10414,32,3074,231,12853,449
4367,43,1594,84,12134,267
9532,23,6473,334,14422,272
14466,41,2336,495,8552,224
10248,20,8123,439,7940,16
3031,25,8735,91,13916,34
6624,40,4277,201,12546,70
13041,15,7533,72,8296,209
24976,34,7870,352,4663,465
18644,35,2983,81,10355,499
3568,28,1491,384,7759,287
3140,14,9341,387,10060,8
10338,17,6559,173,12580,403
15913,16,3075,167,13740,407
9328,20,1079,176,10341,322
18291,20,7706,117,14857,82
17935,42,4566,332,11855,382
2313,48,8254,50,5901,195
6693,46,2704,390,5046,191
6991,14,2713,269,10030,42
4217,49,7165,463,8451,153
2278,26,4301,324,6549,30
3795,38,2817,490,12067,438
10652,41,8022,222,8094,476
27414,49,8493,61,8675,183
24612,49,2894,393,10740,68
12837,43,2066,406,13275,119
10977,12,1100,65,4804,226
3644,24,4395,364,9676,71
29382,48,3313,284,11027,473
8113,29,8411,388,4707,411
29991,11,5220,286,13228,17
25036,29,7290,234,7138,473
13244,32,9780,184,13034,408
16368,12,7836,447,14469,188
3773,16,6648,440,4234,438
26343,28,7418,440,6290,243
10348,13,2555,320,11755,134
14342,37,4045,250,10027,402
15282,17,1180,291,11592,138
18438,23,7881,417,12093,260
2452,49,6769,161,6460,8
2158,25,8923,148,11361,178
11220,32,9320,88,10572,159
9036,19,9887,269,11636,446
11328,11,6384,373,4220,225
20515,12,4387,445,7978,164
5662,25,9706,118,11106,390
25014,39,1943,389,13435,52
24345,27,5536,387,12907,14
29130,47,8078,173,7241,326
21267,17,2630,277,13507,73
21896,40,5402,280,6583,360
13749,13,9012,409,12698,113
16289,35,1922,231,5760,346
23097,22,4467,171,12076,181
29521,43,5848,347,5702,283
17388,37,6023,205,10839,109
18926,24,9871,300,6107,330
23364,40,8327,187,4110,473
6540,29,6131,103,5525,116
11283,30,8453,109,7983,236
21527,22,2211,115,8385,280
5908,11,5123,243,6540,9
25829,14,2787,284,14504,83
25775,33,3892,214,9974,419
13031,28,9563,120,6982,164
8067,18,7634,189,7153,243
6411,43,1279,466,8692,164
2632,40,9522,194,4517,403
13107,42,4154,238,12774,341
24761,25,9197,310,11675,33
26702,34,6005,262,11040,336
2423,27,8097,198,9544,192
5331,20,8936,384,6190,348
19622,33,6735,119,6153,62
8452,19,2352,374,4377,290
5329,44,4139,130,12972,174
12257,49,5039,277,10856,210
14017,41,9582,344,12211,469
9210,32,9002,303,8373,324
9386,14,1084,120,11262,18
7857,36,7520,126,14395,212
25407,37,8283,337,9159,237
10390,34,9854,224,5294,51
13977,42,1064,454,5502,392
3223,13,1600,327,7130,434
12392,29,2983,183,9037,329
9869,17,2035,73,14405,179
16891,33,7177,338,4440,406
16106,19,9182,275,6474,350
21960,22,5615,391,8861,50
21048,15,6248,395,13336,6
2945,32,8368,362,14723,407
26335,30,9622,119,5316,463
12763,10,2967,181,4805,234
18412,39,9730,432,9790,448
24650,47,4968,379,10012,33
16743,35,6921,340,13838,336
22844,35,6215,498,12346,362
16746,32,3882,458,10219,448
18070,40,3026,400,13213,355
21824,22,2039,260,10402,69
16917,12,2169,196,12558,159
20456,48,1383,144,13726,428
15602,10,8704,120,11198,180
21716,24,6990,107,4839,451
5678,42,9895,232,10132,333
6723,13,6770,498,11838,242
26784,17,4031,402,9836,192
27160,18,7466,410,7354,358
12708,17,8186,352,9899,330
13449,42,6306,213,7083,245
11259,13,1601,399,7707,252
16347,36,1739,203,5911,162
13833,47,2545,415,5129,406
10525,29,7872,177,9160,196
9929,21,5969,186,8304,16
24726,16,6160,205,4092,125
27424,20,9522,185,14155,204
23187,38,9273,116,11330,405
29768,30,4435,112,5682,276
27204,28,4169,162,8176,323
9521,24,6995,196,14428,437
17339,42,3970,296,4428,96
16499,49,4616,104,7841,265
3548,49,5434,284,9251,130
26075,15,7936,277,9135,356
25458,15,2192,194,10462,47
3134,15,4772,189,11146,492
9991,25,1819,234,11499,93
4544,11,7245,117,13736,226
4582,10,5364,307,4282,366
18877,20,5167,221,10218,392
11986,28,6466,331,5312,166
7580,47,1534,427,12757,395
20945,49,1173,285,6639,28
13118,21,8838,478,4450,464
16141,47,7235,232,14470,152
2388,34,3634,274,4289,318
18864,40,1163,180,10674,386
24312,17,6794,138,7361,416
7648,26,5715,290,11993,171
8213,43,8841,388,14802,360
29109,31,8742,488,9116,11
8102,24,6649,145,9996,474
10273,34,4692,130,9803,426
21495,29,6081,283,9300,278
29490,18,2697,88,4783,42
10359,18,3668,479,5655,295
26633,41,2179,236,13685,16
23690,29,6846,93,4598,303
8471,24,3207,232,6607,85
29012,15,2698,267,4340,84
22864,18,5778,209,14436,323
11294,42,1689,227,14924,183
6842,30,9522,476,10115,309
27140,30,6939,255,6072,297
5161,49,6013,119,14778,249
25967,19,6719,495,13255,387
7049,49,2591,225,5580,25
26585,35,2672,279,11421,343
19955,44,3840,103,5354,263
4251,29,5421,396,4662,39
5489,23,4971,388,6381,321
2312,32,6183,424,10126,150
18499,46,2614,228,13319,54
18614,26,5105,110,4811,48
6775,31,2000,495,13741,42
13195,25,1945,200,9779,476
4483,26,8186,248,9713,177
7820,46,9732,85,13657,406
8569,22,4775,297,7646,392
6562,27,8853,265,11001,109
18108,21,9765,103,11650,402
2499,14,9910,149,8903,267
24203,19,5589,269,11675,384
18673,24,2925,242,5662,197
25266,26,6508,300,10415,136
14377,13,8113,490,4803,464
14307,24,6060,346,6280,349
26581,23,8546,189,9451,132
15370,33,1434,368,8484,350
28950,28,4682,227,10088,129
19585,31,7612,258,11114,452
5257,14,8891,117,8713,486
16571,19,3946,188,5905,234
27816,21,3501,278,4344,281
27369,36,7717,117,5845,20
29555,22,8874,103,8969,286
14627,48,1229,464,14557,352
23422,23,3958,136,13211,402
26452,35,4030,353,4808,172
17412,13,5011,440,5551,155
20844,38,3968,438,5428,85
26188,34,9837,372,12657,233
10749,26,7952,428,13787,222
23337,31,6904,348,13248,240
26789,23,7198,54,5722,215
29991,35,2821,376,6045,26
8498,27,6162,111,13578,244
4268,23,9423,148,5385,63
28533,17,8160,449,11494,163
4461,17,8343,491,6784,241
18569,37,3798,400,10818,22
14886,37,3018,461,9648,203
25041,10,7603,466,5769,165
3834,39,7880,237,11900,281
4909,31,5368,65,7912,244
12362,17,3333,154,7882,272
28545,14,5064,316,13788,358
3257,29,1887,402,11402,217
2681,34,4991,365,11405,264
6963,35,7396,243,9223,183
3081,12,3406,338,11987,139
22034,41,5707,288,10684,359
18598,38,3852,108,4112,278
25980,28,5922,449,5829,107
7845,29,2193,250,9577,495
22748,40,1205,286,13881,37
26714,25,4251,188,13791,281
4234,17,8595,154,11891,449
20725,18,8817,97,8408,428
10659,48,9223,234,13180,234
3750,35,8808,91,5639,199
16230,24,9283,311,10714,476
28932,18,3162,185,7269,455
28174,37,5191,203,4797,15
22085,13,6345,385,9628,163
17415,17,8637,320,10311,356
16404,32,5743,443,4759,106
13244,41,4347,364,13298,399
22181,14,6379,76,7693,261
28698,26,1641,232,4861,201
22743,47,4697,416,6624,476
3857,41,9092,425,12575,429
22653,28,5193,70,5302,408
25226,42,9113,395,5773,121
16877,21,3314,131,13833,147
26084,17,5739,55,10453,250
13469,11,2730,60,6830,202
8533,45,3330,371,11208,55
16772,37,4173,289,8565,445
12763,27,3892,170,14506,127
21915,48,4114,309,12207,395
5079,33,5226,425,10947,402
7815,41,5564,155,6685,60
18087,30,7059,135,9488,296
2933,10,5240,292,5155,315
29471,15,9881,274,11937,332
21800,37,8402,450,10957,321
23300,26,7481,111,9046,362
23354,28,4056,294,7921,94
23418,28,3305,218,5848,358
22759,32,4606,316,13113,367
5144,14,1335,104,11185,446
4617,25,7244,389,9978,413
17602,47,1464,430,4688,136
12671,45,8737,479,13815,398
24268,42,2769,138,10377,114
5423,19,7259,75,5472,306
16177,30,4435,244,11583,294
25012,33,7382,471,4114,499
22965,43,2472,212,11636,214
8190,16,7857,377,8252,78
22915,49,2094,321,13289,50
26631,37,2163,355,11451,154
23048,19,9214,202,5183,375
28880,27,4480,471,13312,171
13197,26,8785,169,5523,417
24301,26,6727,409,6112,277
22985,42,1735,327,10783,6
27855,34,7955,200,12752,81
25986,38,4340,145,6730,50
26990,26,5765,120,12187,225
17496,47,2107,340,9372,395
28469,47,1662,299,10922,87
22806,37,9970,262,14090,19
26774,36,6582,257,12951,331
2765,35,6812,458,12490,440
6400,28,2431,335,5472,252
16749,32,5698,441,5190,305
29285,24,7741,100,5079,386
7450,42,5028,430,11826,253
19847,49,9171,60,6557,320
22661,34,9175,219,6747,440
29205,42,4014,61,8844,331
26926,45,8558,212,4942,408
16343,17,6616,156,8475,108
24314,36,8177,308,7233,204
3806,28,4680,221,12003,187
24626,28,5321,362,4586,120
26222,32,3044,422,11866,197
18278,25,1539,348,12868,482
19144,20,6307,195,4831,129
21412,49,6850,469,4326,111
16738,21,8121,383,11011,16
27496,30,9313,95,6683,363
3766,25,3795,261,12340,243
12125,16,9069,217,9157,92
13780,21,1247,220,13641,129
17479,21,1896,85,11391,216
9958,40,9829,123,6042,462
6017,34,2347,62,12846,138
21910,49,4720,263,6391,186
6267,26,9443,359,6855,383
6686,45,8864,321,11138,316
18619,45,7504,67,8640,63
7902,25,5026,230,9764,221
14317,29,2876,338,4899,46
23331,19,7921,261,5133,102
10264,44,3251,174,12062,211
15218,11,7032,224,12519,122
2122,43,7678,329,11193,52
10357,15,5624,405,14894,134
25568,48,8342,336,7935,390
7331,49,6963,359,11148,368
27290,12,9852,487,6968,142
29577,49,4970,353,7138,107
15964,33,5248,135,6366,316
9873,48,6811,376,13855,340
11506,24,9137,201,8488,5
28603,16,6068,323,14935,118
4617,19,4597,205,6722,194
22435,30,8341,50,12593,224
23251,24,7715,310,14619,327
9931,44,3732,394,8287,391
14638,45,9725,72,12479,188
29872,33,1867,114,14011,86
24918,23,6325,177,14285,108
24046,30,5853,446,8935,384
28639,25,8703,490,13401,156
25977,28,6906,251,6531,140
9118,26,8594,311,8219,374
4233,15,8559,62,12104,74
16322,46,3070,353,8844,127
29819,33,7680,408,8761,124
10724,10,4472,489,9332,74
25884,26,8389,150,12080,452
25641,26,9105,156,8169,310
15681,35,8548,193,14943,151
2851,16,1897,161,4038,189
6595,24,1042,75,8860,314
14993,34,7124,71,8848,430
10474,19,4555,57,9707,362
18259,29,6359,313,13052,140
18822,35,2926,244,7952,137
29024,47,9627,118,11024,219
12806,15,4189,482,11978,242
11070,19,1085,128,7041,34
17882,24,6173,195,5964,442
26993,34,4588,496,13021,398
26018,48,8462,93,4738,486
4069,34,4049,112,5112,83
4228,24,1394,273,14367,54
27935,41,2974,372,6787,215
6836,13,3292,426,9579,255
22008,39,1587,477,7404,12
3129,15,1297,353,11910,60
7192,48,2689,144,6617,198
21337,13,3887,93,9689,92
26399,19,9979,167,10693,146
22935,33,7347,148,9413,186
23753,39,2463,428,12832,67
19756,42,3075,172,7305,281
14248,42,7403,89,13389,31
29105,25,5515,137,4219,321
24997,18,9294,56,4059,434
19790,33,3263,71,4747,171
13429,16,7652,359,14556,407
6355,30,6196,122,11681,232
4427,26,4738,380,7335,287
9577,44,4362,262,4805,126
17118,28,2875,348,7920,340
18367,37,5476,393,12772,191
26975,18,2757,52,11328,158
4817,49,5786,159,10752,449
25281,21,5431,223,14323,456
16169,27,8456,281,7449,160
27826,33,6713,415,6761,430
4650,45,7469,297,6606,117
24836,31,2294,173,8347,258
2652,26,1624,445,7108,54
9915,35,1326,260,11897,228
4103,30,4577,331,11249,63
6838,46,3134,92,5528,430
15770,30,4562,87,14715,256
6050,23,4776,443,7070,221
5900,29,9088,474,12760,64
24986,37,4088,324,10804,44
29218,38,6073,405,9338,470
19344,26,3652,82,7479,358
9108,45,7139,293,4495,276
17208,17,4728,405,9693,338
11221,38,5156,151,5604,237
5090,15,9119,477,8109,191
19331,45,9178,194,11505,337
21385,27,6271,467,7314,399
25167,41,7993,94,9876,392
28923,37,5304,496,4993,45
28063,28,4167,59,8576,11
24902,49,7930,190,12870,251
8289,10,5121,474,9364,431
11294,48,7453,374,13773,170
8934,45,7416,272,14396,167
14549,11,5873,272,12405,59
15049,17,8760,343,10076,240
26253,31,8957,275,5948,287
16584,23,6884,498,12891,335
9155,33,2388,121,14165,322
28452,34,5206,76,7460,143
9164,45,7391,295,14351,288
24099,30,5785,438,12258,41
7983,27,3745,225,6249,295
18726,37,4249,464,14462,42
12059,26,5207,71,4025,252
17228,17,6417,149,6720,364
12466,14,1276,105,8095,286
22518,23,4822,299,12436,300
25967,22,8606,138,13139,433
4976,26,9931,209,5157,21
11613,49,1730,424,5031,61
14573,47,3397,57,13329,34
7946,27,1277,312,12486,318
10605,27,1761,328,4433,489
20732,41,1840,79,13596,149
18615,40,8687,275,8218,162
9632,10,5897,448,5229,172
20506,40,9518,113,14784,186
20864,11,3379,231,10039,334
7274,14,6364,160,9112,368
5897,20,7273,164,12747,366
11242,21,7658,474,6844,11
7370,13,8536,93,13916,344
6614,46,3995,419,12496,50
6342,16,9079,204,7301,230
12334,30,5992,339,6717,374
16128,23,7794,484,6673,470
8741,10,1146,315,10978,305
2831,24,4145,479,5801,246
5010,39,2264,445,12729,192
7039,41,1523,356,10673,39
6428,44,2276,152,4600,407
7695,22,5608,304,9411,128
17134,29,2013,103,5108,480
21071,43,8848,398,7792,484
8134,27,5070,375,13168,204
10901,13,4862,338,10202,251
26291,34,8451,100,6171,274
15888,48,1331,163,4760,352
6606,17,1215,435,6974,119
9394,32,4924,166,10316,121
16438,33,4448,121,13598,110
6979,18,5654,207,8065,451
14668,29,8649,432,5068,274
21922,31,5545,150,11407,215
29352,21,4632,496,6801,430
28313,46,2389,351,7368,147
11512,34,5387,469,5202,304
16604,24,2112,79,9018,449
4060,30,6311,497,4122,401
23695,49,6261,237,10646,203
11727,43,5189,449,10477,161
8891,30,9074,485,6681,5
13969,42,9340,406,13659,90
12527,22,4132,260,6052,262
11632,25,1314,305,8710,170
24742,36,3945,85,7540,393
25635,25,6322,237,4217,101
9927,27,5292,254,7921,359
4920,29,2203,474,13767,17
24176,34,3153,205,8004,141
2668,15,3108,176,7206,344
20161,44,5843,326,11646,256
25341,38,9640,183,7086,224
17582,19,6365,230,9193,17
22393,17,9816,132,14187,295
3151,20,2757,321,7766,167
24009,24,3904,251,4809,19
22130,28,7582,467,5918,102
25334,23,8724,354,12635,165
19214,20,1481,333,7134,92
13726,29,8821,219,6794,146
5939,39,4351,125,4584,32
10053,45,6532,355,5091,234
7742,42,1286,313,6400,394
3251,18,8938,192,8965,34
27321,27,4216,62,4703,454
8624,15,1152,152,5955,11
20015,42,4646,134,11479,5
2577,16,9187,453,4889,295
19107,28,8508,336,11424,429
6404,29,5673,295,6540,356
4460,42,5128,81,6549,133
12043,32,7916,110,14714,394
2489,39,7273,367,10459,44
25190,28,1257,165,8642,369
6189,48,4531,227,9281,115
8484,27,5059,54,10362,371
22438,38,4553,266,4774,240
29347,31,8228,359,5725,168
17942,48,7490,202,8177,59
6000,25,7811,466,5397,460
25517,31,8669,325,12892,473
24282,11,5703,316,4292,474
19471,37,6589,411,8971,278
19161,23,2283,187,12823,238
27869,10,1891,175,6785,401
19755,29,6599,253,9937,425
16973,12,5576,488,5976,486
5844,21,7271,293,9705,402
5025,31,1778,197,5456,211
18064,47,7341,74,9892,276
28679,48,9547,62,10894,380
24353,42,3248,427,14036,39
3431,35,9978,208,14283,284
15713,29,3077,425,10406,287
4685,37,4243,59,5569,320
28023,43,4746,445,14990,335
29597,26,2168,161,10189,205
9670,37,3986,499,7382,215
15536,36,9876,94,8462,51
11048,39,5963,192,4903,144
21281,14,1023,348,11082,374
8446,49,7592,82,4849,448
25066,24,3145,470,14916,251
2662,24,5591,247,11039,387
20184,26,1838,469,4503,482
18258,28,6239,434,14618,383
7505,32,4842,283,14828,339
2109,46,2718,173,4708,100
6541,17,2581,284,13906,395
19591,46,6271,498,14737,389
4987,10,3292,418,5653,54
2007,17,5044,119,6633,332
4803,20,4815,127,11876,143
3173,29,8856,169,7058,245
28485,20,5284,277,12217,123
21159,49,7916,295,11025,385
16312,35,4340,273,6730,397
13169,22,2706,252,9407,400
17474,12,9590,275,10858,50
8445,39,1084,153,14561,229
25440,31,4128,92,14549,325
17259,15,1296,231,6318,230
29281,33,6181,137,6097,246
6978,23,3677,193,7485,156
23183,43,7835,199,11288,171
26330,15,1834,203,14867,450
16691,16,2410,378,7501,260
3256,20,7401,468,4821,284
26294,21,3063,484,10864,91
14739,36,6263,274,5848,186
18429,47,6511,335,14793,409
25540,28,2125,334,11405,224
29572,12,9738,138,14269,118
4267,26,1957,60,6356,460
14187,41,9593,393,14240,465
24102,32,9487,332,13301,112
13875,12,3874,198,9958,319
17321,19,6706,331,14007,423
7233,15,7132,157,10329,89
21662,39,5396,470,8243,34
28165,44,5351,197,7938,246
28711,37,2471,233,6698,456
27499,26,8249,427,11031,112
20237,24,4707,442,13954,176
5331,48,4393,68,7284,242
2160,39,5602,157,6765,385
29721,22,8036,460,11921,219
12234,15,4067,189,10255,473
23611,27,8429,67,5897,287
14363,48,9243,332,7961,342
26208,10,6937,371,7202,498
17612,29,9152,92,9541,421
22833,24,6164,480,11702,330
13746,16,1018,352,4107,428
3920,42,4924,415,10449,106
23031,17,1066,271,12022,7
8285,15,7216,431,11452,283
22126,14,6225,474,5163,257
22178,30,7018,144,8910,352
28254,38,3681,309,7734,54
6020,30,5678,440,6176,35
4495,42,5454,306,12008,74
21989,14,7271,288,10424,192
13016,45,5117,494,11711,226
20005,35,6915,115,14680,181
